代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
300129,泰胜风能,-9.89,9.1,9.84,6.05,8.2,62.64,  25.48亿, 196.0亿,0.02,566.05,-70.59
603167,渤海轮渡,-9.91,12.01,12.63,7.84,10.82,61.1,  21.49亿, 219.9亿,0.04,446.34,-62.25
000712,锦龙股份,-9.93,27.1,31.25,16.28,24.41,91.95,  45.44亿, 984.5亿,0.12,547.7,41.06
600720,祁连山,-9.94,8.65,9.52,5.94,7.79,60.27,  32.75亿, 241.8亿,0.05,421.98,-46.39
000822,山东海化,-9.94,6.94,7.59,4.5,6.25,68.67,  28.90亿, 168.3亿,0.02,322.9,-42.87
002393,力生制药,-9.94,49.88,54.48,32.76,44.92,66.3,   9.32亿, 394.2亿,0.05,512.51,-49.96
600636,三爱富,-10,15.4,16.88,10.57,13.86,59.7,  12.07亿, 163.9亿,0.03,283.32,-46.42
300396,迪瑞医疗,-10.02,48.68,52.11,29.9,43.8,74.28,   4.35亿, 180.2亿,0.02,936.26,-39.09
002074,国轩高科,-10.04,35.57,44.28,22.51,32,96.71,  37.39亿,  1352亿,0.16,798.87,-58.12
002042,华孚色纺,-10.06,12.33,13.9,7,11.09,98.57,  23.58亿, 255.6亿,0.03,283.46,-37.84
002017,东信和平,-10.07,16.59,20.47,11.99,14.92,70.73,  17.56亿, 269.7亿,0.03,513.35,-75.64
601633,长城汽车,-10.1,11.98,12.95,7.41,10.77,74.76,  41.34亿, 411.8亿,0.08,68.59,-54.79
300172,中电环保,-10.11,11.28,12.67,7.51,10.14,68.71,  20.06亿, 238.9亿,0.03,587.42,-62.06
601901,方正证券,-10.11,9.3,10.66,6.07,8.36,75.62,  218.4亿,  1753亿,0.33,347.17,-36.84
300053,欧比特,-10.11,17.31,19.2,10.67,15.56,79.94,  31.84亿, 697.7亿,0.08,721.9,-45.37
002225,濮耐股份,-10.12,7.41,7.86,5.27,6.66,49.15,  25.64亿, 172.1亿,0.02,440.1,-45.69
002176,江特电机,-10.18,14.34,20.04,9.63,12.88,108.1,  151.7亿,  2136亿,0.26,1305.4,-60.86
600552,凯盛科技,-10.19,20.52,23.78,12.88,18.43,84.63,  15.95亿, 291.6亿,0.06,444.29,-83.17
600651,飞乐音响,-10.2,12.75,16.87,9.91,11.45,70.23,  55.46亿, 741.5亿,0.14,721.6,-26.4
600853,龙建股份,-10.2,7.45,8.05,4.44,6.69,81.31,  38.29亿, 243.5亿,0.05,713.23,-49.55
002241,歌尔股份,-10.21,31.06,36.16,21.6,27.89,67.41,  37.29亿,  1077亿,0.13,295.19,-63.67
601211,国泰君安,-10.21,21.74,26.12,15.45,19.52,69.06,  93.06亿,  1810亿,0.34,194.94,40.97
600151,航天机电,-10.23,12.22,14.12,8.23,10.97,71.57,  42.64亿, 477.5亿,0.09,341.09,-80.19
000100,TCL 集团,-10.24,3.81,4.75,3.22,3.42,47.52,  178.4亿, 687.4亿,0.08,198.14,-69.72
600823,世茂股份,-10.24,8.79,9.53,6.17,7.89,54.46,  22.18亿, 199.9亿,0.04,89.9,-9.83
603678,火炬电子,-10.26,88.21,93.3,45.43,79.16,105.37,   3.67亿, 251.9亿,0.05,454.61,78.06
300270,中威电子,-10.29,18.07,24.51,11.49,16.21,113.32,  14.61亿, 243.7亿,0.03,1010.65,-60.67
300423,鲁亿通,-10.31,40.83,48.23,24.08,36.62,100.29,   2.74亿, 112.6亿,0.01,618.72,-59.76
603188,亚邦股份,-10.32,20.94,22.34,14.61,18.78,52.91,  13.15亿, 249.0亿,0.05,347.07,-50.25
002319,乐通股份,-10.33,25.18,26.55,12.28,22.58,116.21,  31.92亿, 644.5亿,0.08,1596.24,-89.1
600536,中国软件,-10.34,32.78,39.53,19.03,29.39,107.72,  31.39亿, 859.7亿,0.16,647.56,9.42
600468,百利电气,-10.34,15.66,19.29,10.99,14.04,75.52,  10.90亿, 160.1亿,0.03,238.89,-1.96
002228,合兴包装,-10.35,5.99,8.13,5.01,5.37,62.28,  34.02亿, 354.5亿,0.04,327.5,-48.23
603968,醋化股份,-10.36,28.29,32.99,18.5,25.36,78.32,  11.84亿, 315.4亿,0.06,867.01,-34.36
002009,天奇股份,-10.37,18.03,23.45,12.88,16.16,82.07,  22.97亿, 385.0亿,0.05,875.48,-59.44
600674,川投能源,-10.37,10.41,11.15,7.14,9.33,56.16,  54.87亿, 495.5亿,0.09,124.64,-28.42
300131,英唐智控,-10.38,10.79,12.9,6.08,9.67,112.17,  69.04亿, 813.5亿,0.1,1099.68,-37.65
600597,光明乳业,-10.44,15.51,16.73,9.78,13.89,71.06,  24.03亿, 320.3亿,0.06,196.27,15.71
300216,千山药机,-10.48,43.24,47.53,20.62,38.71,130.5,  21.59亿, 662.0亿,0.08,807.62,-9.24
002756,永兴特钢,-10.53,33.51,34.04,18.61,29.98,82.91,   7.08亿, 242.9亿,0.03,513.85,-38.1
002160,常铝股份,-10.59,10.76,13.58,7.78,9.62,74.55,  17.23亿, 171.3亿,0.02,396.41,-27.08
300070,碧水源,-10.62,20.25,23.29,13.52,18.1,72.26,  31.09亿, 764.2亿,0.09,154.77,95.94
600859,王府井,-10.65,18.22,20.47,13.37,16.28,53.1,  11.85亿, 234.6亿,0.04,196.95,-63.44
002548,金新农,-10.65,16.99,23.23,10.8,15.18,115.09,  17.15亿, 289.6亿,0.03,554.34,-59.37
002646,青青稞酒,-10.68,21.9,23.8,14.72,19.56,61.68,  13.00亿, 254.8亿,0.03,288.9,-25.64
000590,启迪古汉,-10.75,23.08,26.56,16.04,20.6,65.59,   6.56亿, 141.3亿,0.02,293.9,-49.79
600403,大有能源,-10.77,6.5,7.86,4.51,5.8,74.28,  27.08亿, 163.7亿,0.03,113.27,-65.66
002585,双星新材,-10.77,11.79,13.39,8.62,10.52,55.34,  21.27亿, 225.2亿,0.03,394.89,-55.73
002563,森马服饰,-10.8,12.41,12.8,8.75,11.07,46.29,  13.79亿, 152.6亿,0.02,74.98,-42.58
600520,*ST中发,-10.87,22.81,32.16,14.81,20.33,117.15,   9.69亿, 202.5亿,0.04,629.76,-87.78
002416,爱施德,-10.89,18.18,26.13,10.52,16.2,148.38,  76.58亿,  1452亿,0.18,788.36,-80.73
000507,珠海港,-10.9,7.25,7.65,4.95,6.46,54.55,  27.61亿, 167.8亿,0.02,357.54,-7.83
600570,恒生电子,-10.92,62.93,71.9,33.34,56.06,115.66,  69.33亿,  3946亿,0.75,1122.22,-53.52
000629,*ST钒钛,-10.93,3.02,4.64,2.32,2.69,100,  231.4亿, 749.4亿,0.09,485.39,-22.45
600540,新赛股份,-10.93,8.69,9.38,5.3,7.74,76.98,  26.50亿, 198.9亿,0.04,572.24,-59.23
300498,温氏股份,-10.95,39.08,44.53,31.75,34.8,40.25,  16.47亿, 698.9亿,0.08,58.05,60.72
002306,中科云网,-10.95,9.22,9.68,5.15,8.21,87.96,  35.07亿, 259.8亿,0.03,567.46,-54.77
300483,沃施股份,-11,62.73,72.87,36.96,55.83,97.16,   4.33亿, 237.8亿,0.03,1356.79,-68.68
600415,小商品城,-11.03,9.07,10.23,5.61,8.07,82.35,  103.0亿, 791.5亿,0.15,189.22,-66.73
000546,金圆股份,-11.03,13.33,15.15,8.05,11.86,88.2,  22.62亿, 257.4亿,0.03,826.58,-77.04
002128,露天煤业,-11.03,9.88,10.25,6.61,8.79,55.07,  58.56亿, 482.9亿,0.06,368.71,30.14
300357,我武生物,-11.04,42.67,52.43,29.25,37.96,79.25,   4.15亿, 158.4亿,0.02,579.04,-18.36
002370,亚太药业,-11.04,35.86,37.64,21.9,31.9,71.87,   4.62亿, 144.1亿,0.02,227,-43.11
600537,亿晶光电,-11.08,8.39,9.66,4.6,7.46,110,  67.42亿, 651.6亿,0.12,573.14,-54.21
000400,许继电气,-11.1,18.83,20.21,11.5,16.74,75.74,  29.22亿, 460.3亿,0.06,396.26,-48.59
002169,智光电气,-11.1,21.8,24.98,13.1,19.38,90.69,  18.36亿, 360.7亿,0.04,730.63,-78.36
600053,九鼎投资,-11.13,49.67,77.33,31,44.14,149.45,  17.64亿, 826.9亿,0.16,406.81,-80.91
600814,杭州解百,-11.16,11.02,13.46,7.55,9.79,78.28,  16.24亿, 169.3亿,0.03,523.17,-73.58
300022,吉峰农机,-11.17,10.03,12.58,6.4,8.91,96.56,  33.10亿, 286.9亿,0.03,1034.49,-68.99
601199,江南水务,-11.18,9.48,10.68,6.21,8.42,71.98,  27.46亿, 347.3亿,0.07,293.61,47.77
300247,乐金健康,-11.2,10.36,12.73,7.07,9.2,80.06,  41.64亿, 442.6亿,0.05,894.21,-72.65
002158,汉钟精机,-11.22,12.57,14.08,8.06,11.16,74.69,  12.30亿, 171.0亿,0.02,231.84,-28.41
002282,博深工具,-11.25,15.55,17.47,9.38,13.8,86.25,   9.64亿, 129.6亿,0.02,511.46,-91.41
300119,瑞普生物,-11.27,20.4,21.27,12.74,18.1,66.95,   9.97亿, 173.4亿,0.02,490.9,-64.8
000605,渤海股份,-11.28,24.3,36.5,15.08,21.56,142.04,  14.52亿, 318.0亿,0.04,1226.24,-6.09
002539,云图控股,-11.32,13.96,18.07,12.3,12.38,46.91,  26.05亿, 387.1亿,0.05,640.34,-53.24
600157,永泰能源,-11.32,4.77,5.11,3.4,4.23,50.29,  109.0亿, 464.5亿,0.09,237.07,-45.7
601992,金隅股份,-11.32,5.21,5.54,3.5,4.62,58.29,  39.11亿, 241.9亿,0.05,62.85,19.1
000916,华北高速,-11.33,5.65,6.17,3.84,5.01,60.68,  10.55亿,  52.9亿,0.01,96.77,-7.84
300455,康拓红外,-11.33,24.45,27.45,14.35,21.68,91.29,   7.71亿, 226.9亿,0.03,871.25,-27.55
300478,杭州高新,-11.34,66.73,80.19,38.11,59.16,110.42,   4.27亿, 248.3亿,0.03,1766.22,-61.27
002641,永高股份,-11.36,9.68,10.45,6.97,8.58,49.93,  10.91亿,  94.0亿,0.01,160.21,-43.29
000096,广聚能源,-11.42,16.46,18.13,11.13,14.58,62.89,  17.83亿, 250.5亿,0.03,348.98,-65.44
600282,南钢股份,-11.46,3.23,3.32,2.28,2.86,45.61,  96.63亿, 260.0亿,0.05,249.33,4.35
002006,精功科技,-11.48,13.68,16.17,10.56,12.11,53.12,  14.87亿, 196.0亿,0.02,335.79,-85.82
002401,中海科技,-11.48,18.82,29.13,13.38,16.66,117.71,  22.73亿, 417.6亿,0.05,756.94,-49.32
002464,金利科技,-11.48,81.35,91.3,43.6,72.01,109.4,   4.41亿, 288.5亿,0.03,302.9,-83.26
000584,友利控股,-11.5,13.39,14.25,8.05,11.85,77.02,  33.81亿, 381.9亿,0.05,553.16,-86.94
600328,兰太实业,-11.5,15.04,17.25,9.82,13.31,75.66,  27.42亿, 366.5亿,0.07,763.6,-41.99
002429,兆驰股份,-11.55,12.47,14.64,6.84,11.03,114.04,  47.81亿, 452.1亿,0.05,300.96,-38.32
601908,京运通,-11.57,8.3,8.82,5.65,7.34,56.11,  30.89亿, 224.5亿,0.04,154.99,-53.75
600299,安迪苏,-11.58,16.41,20.81,11.85,14.51,75.61,  12.17亿, 183.2亿,0.03,211.9,-15.97
600033,福建高速,-11.59,3.97,4.33,3,3.51,44.33,  37.92亿, 134.1亿,0.03,138.15,-21.58
600594,益佰制药,-11.59,18.98,22.06,12.4,16.78,77.9,  25.23亿, 422.9亿,0.08,322.45,-1.76
600775,南京熊猫,-11.6,16.38,20.22,10.46,14.48,93.31,  27.99亿, 412.8亿,0.08,416.63,-45.11
300353,东土科技,-11.6,24.99,28.13,13.19,22.09,113.27,  15.04亿, 289.8亿,0.03,683.06,-19.88
603017,中衡设计,-11.62,24.62,27.5,13.98,21.76,96.71,   7.09亿, 185.6亿,0.04,593.48,78.89
300286,安科瑞,-11.62,34.85,36.57,18.36,30.8,99.18,   5.85亿, 162.5亿,0.02,676.18,-24.53
002594,比亚迪,-11.62,61.95,67,45.01,54.75,48.86,  20.05亿,  1175亿,0.14,238.58,-67.1
300051,三五互联,-11.63,19.77,28,11.02,17.47,154.08,  41.08亿, 727.4亿,0.09,1808.43,14.44
603589,口子窖,-11.65,36.82,48.51,27.5,32.53,76.4,  13.04亿, 461.8亿,0.09,444.4,5.12
002089,新 海 宜,-11.69,17.54,23.77,15.47,15.49,53.65,  22.31亿, 419.6亿,0.05,455.23,-77.14
300228,富瑞特装,-11.7,18.12,22.8,10.51,16,116.94,  49.63亿, 951.0亿,0.11,1284,-71.5
002570,贝因美,-11.7,14.1,16.38,9.5,12.45,72.42,  44.22亿, 560.7亿,0.07,433.25,-21.13
000920,南方汇通,-11.74,19.67,24.96,13.97,17.36,78.67,   8.46亿, 154.3亿,0.02,200.44,-19.67
300240,飞力达,-11.78,14.01,16.29,9.63,12.36,69.16,  20.52亿, 297.5亿,0.04,561.82,-49.85
002475,立讯精密,-11.79,22.91,25.21,15.99,20.21,57.66,  20.83亿, 489.4亿,0.06,111.39,-38.52
600268,国电南自,-11.83,9.64,10.32,6.36,8.5,62.26,  21.26亿, 170.8亿,0.03,334.72,-79.81
600257,大湖股份,-11.85,12.66,16.91,8.01,11.16,111.11,  35.19亿, 409.4亿,0.08,824.02,-46.99
600879,航天电子,-11.85,17.89,19.06,11.2,15.77,70.18,  56.85亿, 882.6亿,0.17,712.59,-67.37
002262,恩华药业,-11.87,21.99,23.17,13.8,19.38,67.9,   9.97亿, 214.0亿,0.03,189.96,-5.33
002540,亚太科技,-11.87,9.35,10.39,6.34,8.24,63.88,  22.88亿, 190.3亿,0.02,324.79,-68.37
000768,中航飞机,-11.89,24.4,25.7,15.7,21.5,63.69,  67.33亿,  1423亿,0.17,243.18,-29.64
600312,平高电气,-11.91,18.39,19.78,11.93,16.2,65.8,  36.50亿, 590.5亿,0.11,445.72,-26.69
600667,太极实业,-11.91,9.99,11.79,5.19,8.8,127.17,  81.63亿, 677.9亿,0.13,685.27,-60.88
600081,东风科技,-11.93,17.35,24.85,13.36,15.28,86,  18.05亿, 309.3亿,0.06,575.7,-43.04
601177,杭齿前进,-11.94,12.06,12.97,8.15,10.62,59.14,  18.97亿, 199.4亿,0.04,474.24,-46.67
600231,凌钢股份,-11.96,3.26,3.61,2.18,2.87,65.6,  69.79亿, 266.6亿,0.05,433.99,63.75
603699,纽威股份,-12.06,20.64,22.4,15.1,18.15,48.34,   6.23亿, 113.1亿,0.02,401.8,-52.78
300203,聚光科技,-12.07,34.14,39.59,21.48,30.02,84.31,  18.72亿, 540.4亿,0.07,416.84,-57.65
601390,中国中铁,-12.09,11.33,11.9,6.29,9.96,89.19,  175.3亿,  1489亿,0.28,95.64,148.54
002244,滨江集团,-12.14,7.99,9.14,6.44,7.02,41.93,  65.20亿, 484.1亿,0.06,284.03,-56.35
600279,重庆港九,-12.17,8.22,11.29,6.43,7.22,75.58,  42.59亿, 452.5亿,0.09,614.62,-52.03
600869,智慧能源,-12.18,9.69,11.78,5.86,8.51,101.02,  53.11亿, 470.6亿,0.09,268.22,-29.03
000899,赣能股份,-12.18,11,12.01,7.58,9.66,58.44,  20.23亿, 198.0亿,0.02,364.45,50.1
000017,深中华A,-12.18,12.64,16.8,8.33,11.1,101.68,  28.12亿, 346.6亿,0.04,928.09,-59.59
300441,鲍斯股份,-12.2,31.24,34.86,16.34,27.43,113.34,  13.26亿, 445.2亿,0.05,1581.37,33.91
300071,华谊嘉信,-12.22,12.6,16.07,8.57,11.06,87.51,  23.33亿, 278.1亿,0.03,543.44,-58.06
600354,敦煌种业,-12.22,9.49,10.41,5.62,8.33,85.23,  32.78亿, 259.1亿,0.05,732.1,-65.14
002014,永新股份,-12.23,19.05,21.35,13.31,16.72,60.41,   8.43亿, 144.5亿,0.02,365.59,-84.39
600221,海南航空,-12.24,3.84,4.17,2.93,3.37,42.32,  223.0亿, 750.1亿,0.14,188.77,24.31
600189,吉林森工,-12.3,13.74,15.12,8.01,12.05,88.76,  11.10亿, 122.5亿,0.02,357.45,-40.61
300324,旋极信息,-12.32,24.6,26.52,17.1,21.57,55.09,  15.27亿, 382.8亿,0.05,266.88,-52.09
600088,中视传媒,-12.33,27.49,33.51,17.58,24.1,90.61,   9.82亿, 236.0亿,0.04,296.29,-53.15
600682,南京新百,-12.34,37.44,33.69,21.42,32.82,57.28,  17.20亿, 463.6亿,0.09,236.96,-67.36
002749,国光股份,-12.35,105.9,120,62.17,92.82,93.02,   3.04亿, 265.7亿,0.03,1623.87,-47.87
601888,中国国旅,-12.36,50.34,61.57,40.5,44.12,52.02,   9.44亿, 445.6亿,0.08,96.69,-43
600811,东方集团,-12.36,8.33,9.15,5.82,7.3,57.22,  42.64亿, 304.3亿,0.06,255.8,-30.91
600807,天业股份,-12.38,15.67,18.96,9.62,13.73,97.09,  80.60亿,  1094亿,0.21,1251.33,-68.43
600724,宁波富达,-12.43,6.68,8.32,4.28,5.85,94.39,  28.80亿, 167.8亿,0.03,199.31,-26.43
600698,湖南天雁,-12.43,7.56,7.95,4.5,6.62,76.67,  32.66亿, 203.7亿,0.04,757.64,-25.68
002396,星网锐捷,-12.44,22.5,26.32,13.7,19.7,92.12,  31.71亿, 627.6亿,0.08,597.87,-49.86
600100,同方股份,-12.45,16.79,19.26,10.12,14.7,90.32,  143.3亿,  2083亿,0.4,652.16,25.64
000572,海马汽车,-12.46,6.1,6.92,4.1,5.34,68.78,  60.11亿, 323.1亿,0.04,366.03,-59.73
601006,大秦铁路,-12.5,8.4,8.92,5.77,7.35,54.59,  121.0亿, 841.5亿,0.16,81.41,19.12
300394,天孚通信,-12.58,40.86,56.88,24.05,35.72,136.51,   5.44亿, 289.3亿,0.03,800.33,4.51
600884,杉杉股份,-12.58,16.61,20.3,10.91,14.52,86.07,  49.26亿,  1198亿,0.23,599.43,-55.66
603166,福达股份,-12.62,22.27,26.77,13.53,19.46,97.86,  11.08亿, 225.7亿,0.04,1419.43,-55.32
002024,苏宁云商,-12.65,13.52,14.39,9.98,11.81,44.19,  166.9亿,  1946亿,0.23,332.7,-32.53
002382,蓝帆医疗,-12.68,14.19,15.3,9.11,12.39,67.95,  11.64亿, 197.8亿,0.02,242.09,-47.09
600323,瀚蓝环境,-12.69,16.79,17.18,11.01,14.66,56.04,  20.40亿, 284.1亿,0.05,324.49,-69.18
002010,传化智联,-12.71,22.1,25.19,14.3,19.29,76.15,  11.30亿, 209.8亿,0.03,273.63,-81.03
600320,振华重工,-12.77,5.95,6.53,3.96,5.19,64.9,  39.89亿, 196.4亿,0.04,144.09,29.01
002469,三维工程,-12.79,10.48,10.98,6.77,9.14,62.19,  17.02亿, 187.0亿,0.02,367.37,41.67
300305,裕兴股份,-12.79,14.62,16.93,9.85,12.75,71.88,   8.08亿, 149.2亿,0.02,533.74,-10.12
600247,ST成城,-12.82,17.7,25.3,10.98,15.43,130.42,  12.97亿, 204.1亿,0.04,385.41,-66.67
000826,启迪桑德,-12.88,37.97,39.84,26.35,33.08,51.2,  13.49亿, 441.7亿,0.05,159.23,-53.57
002109,*ST兴化,-12.88,8.54,9.39,5.56,7.44,68.88,  13.34亿,  92.0亿,0.01,372.14,-55.93
600479,千金药业,-12.9,18.91,20.95,12.21,16.47,71.58,  11.65亿, 190.6亿,0.04,382.11,-66.03
600284,浦东建设,-13.01,13.14,14.04,9.74,11.43,44.15,  21.83亿, 250.5亿,0.05,315.03,-46.89
002038,双鹭药业,-13.02,33.8,36.64,20.68,29.4,77.18,  17.30亿, 502.5亿,0.06,305.07,-72.43
000686,东北证券,-13.02,15.51,17.77,10.36,13.49,71.53,  114.7亿,  1587亿,0.19,548.87,-56.75
601808,中海油服,-13.03,15.73,16.53,11.68,13.68,41.52,  15.65亿, 206.7亿,0.04,52.86,46.92
603018,中设集团,-13.04,40.11,43.19,24.88,34.88,73.59,   5.36亿, 225.7亿,0.04,425.62,-33.33
002086,东方海洋,-13.04,13.57,15.43,7.16,11.8,115.5,  26.00亿, 361.7亿,0.04,546.72,-20.69
002246,北化股份,-13.05,14.1,14.96,10.54,12.26,41.94,   7.57亿,  98.2亿,0.01,183.04,-59.7
601766,中国中车,-13.06,13.02,13.58,8.6,11.32,57.91,  195.9亿,  2036亿,0.39,85.48,176.03
002044,美年健康,-13.08,15.44,16.39,12.8,13.42,28.05,  15.87亿, 245.0亿,0.03,152.76,-36.26
300224,正海磁材,-13.09,23.14,26.44,14.64,20.11,80.6,  17.68亿, 379.6亿,0.05,364.7,-58.42
600834,申通地铁,-13.12,16.62,20.32,12.19,14.44,66.69,  17.32亿, 261.6亿,0.05,362.76,-60.51
603838,四通股份,-13.23,18.67,21.69,11.94,16.2,81.66,   2.40亿,  82.9亿,0.02,246.72,-29.62
000897,津滨发展,-13.31,5.41,6.44,3.66,4.69,75.96,  60.91亿, 291.7亿,0.04,376.66,-3.9
002327,富安娜,-13.33,10.65,12.47,7.65,9.23,63.01,  21.95亿, 209.1亿,0.03,464.35,-62.22
600179,安通控股,-13.36,17.96,20.98,9.95,15.56,110.85,  14.65亿, 216.4亿,0.04,375.65,-76.29
002250,联化科技,-13.4,18.29,19.46,12.52,15.84,55.43,  24.18亿, 368.6亿,0.04,403.99,-72.55
002376,新北洋,-13.4,15.75,20.75,10.5,13.64,97.62,  24.05亿, 338.6亿,0.04,420.4,-67.17
600626,申达股份,-13.46,14.41,17.27,9.77,12.47,76.77,  45.04亿, 564.6亿,0.11,634.08,-7.51
600125,铁龙物流,-13.47,9.06,9.57,5.89,7.84,62.48,  46.77亿, 344.2亿,0.07,358.27,-20.9
600022,山东钢铁,-13.49,3.04,3.38,2.28,2.63,48.25,  112.5亿, 302.0亿,0.06,136.78,99.91
600761,安徽合力,-13.5,13.63,14.1,8.6,11.79,63.95,  18.38亿, 207.1亿,0.04,297.93,-80.54
002034,美 欣 达,-13.5,42,45.63,25.5,36.33,78.94,   3.67亿, 132.9亿,0.02,603.04,-80.05
600093,禾嘉股份,-13.51,17.1,18.24,11.04,14.79,65.22,  17.02亿, 237.7亿,0.05,527.88,-61.87
603808,歌力思,-13.53,36.29,36.48,21.83,31.38,67.11,   4.34亿, 161.3亿,0.03,522.93,-65.28
300042,朗科科技,-13.56,41.3,47.82,22.6,35.7,111.59,   5.25亿, 179.6亿,0.02,469.48,-61.99
603002,宏昌电子,-13.57,7.59,8.46,4.85,6.56,74.43,  31.93亿, 216.4亿,0.04,532.12,-29.88
002428,云南锗业,-13.64,16.28,21.12,12.99,14.06,62.59,  48.84亿, 840.1亿,0.1,760.24,-66.92
600812,华北制药,-13.64,7.55,9.5,5.98,6.52,58.86,  25.35亿, 180.8亿,0.03,183.9,-59.69
002298,中电鑫龙,-13.65,16.92,21.47,11.37,14.61,88.83,  41.54亿, 647.5亿,0.08,1059.52,-76.55
002361,神剑股份,-13.66,8.42,9.35,5.2,7.27,79.81,  25.60亿, 261.1亿,0.03,468.73,-35.41
002331,皖通科技,-13.68,18.72,23.69,11.29,16.16,109.83,  29.19亿, 526.9亿,0.06,1052.05,-36.63
300226,上海钢联,-13.7,54.54,63.3,34.38,47.07,84.12,  10.03亿, 509.7亿,0.06,678.59,-57.62
600336,澳柯玛,-13.72,8.89,8.99,5.01,7.67,79.44,  43.93亿, 315.6亿,0.06,646,-51.22
300056,三维丝,-13.76,22.9,23.34,11.94,19.75,95.48,  19.97亿, 352.1亿,0.04,796.17,-62.57
300351,永贵电器,-13.76,31.24,35.78,17.74,26.94,101.69,  12.30亿, 339.5亿,0.04,628.8,-57.31
600747,大连控股,-13.76,6.03,7.83,3.85,5.2,103.38,  62.72亿, 323.3亿,0.06,589.29,-57.15
000061,农 产 品,-13.8,15.14,21.24,11.66,13.05,82.16,  40.82亿, 603.9亿,0.07,241.33,-35.83
300181,佐力药业,-13.84,11.49,12.97,7.59,9.9,70.88,  31.30亿, 311.2亿,0.04,783.73,-19.9
600375,*ST星马,-13.84,7.73,7.46,5.22,6.66,42.91,  19.97亿, 128.4亿,0.02,359.4,-75.86
002667,鞍重股份,-13.87,34.83,87.78,26.63,30,229.63,  10.19亿, 439.4亿,0.05,1181.52,1393.54
601877,正泰电器,-13.87,24.94,26.75,14.72,21.48,81.73,  23.99亿, 508.5亿,0.1,181.79,-80.64
002226,江南化工,-13.9,10,11.8,6.02,8.61,96.01,  56.65亿, 525.7亿,0.06,716,-89.61
002680,长生生物,-13.91,22.07,26.45,15.4,19,71.75,   5.85亿, 188.6亿,0.02,464.47,-57.11
000565,渝三峡Ａ,-13.95,14.7,15.39,8.26,12.65,86.32,  16.68亿, 210.6亿,0.03,384.8,-68.98
600330,天通股份,-13.99,13.8,15.45,8.5,11.87,81.76,  40.47亿, 497.2亿,0.09,532.56,-29.54
600418,江淮汽车,-14,14.71,15.17,8.3,12.65,82.77,  56.44亿, 695.5亿,0.13,554.74,-43.48
600248,延长化建,-14.02,8.49,9.92,5.13,7.3,93.37,  34.58亿, 290.6亿,0.06,569.05,-77.51
000663,永安林业,-14.02,16.83,18.61,10.85,14.47,71.52,  13.32亿, 183.2亿,0.02,703.7,157.36
002414,高德红外,-14.03,29.66,32.97,16.39,25.5,101.16,  13.61亿, 329.9亿,0.04,292.87,-83.01
600960,渤海活塞,-14.05,10.89,12.36,8.31,9.36,48.74,  22.47亿, 227.6亿,0.04,438.18,-68.1
300255,常山药业,-14.06,9.96,10.97,6.86,8.56,59.91,  14.96亿, 164.5亿,0.02,250.08,77.79
600525,长园集团,-14.09,16.18,16.76,9.47,13.9,76.98,  32.05亿, 492.5亿,0.09,289.43,-73.97
002214,大立科技,-14.1,13.83,16.77,9.55,11.88,75.6,  22.40亿, 280.8亿,0.03,630.35,-82.1
300369,绿盟科技,-14.1,44.74,56.99,28.4,38.43,100.67,  14.45亿, 588.7亿,0.07,1111.89,-49.73
000797,中国武夷,-14.11,20.98,21.84,12.3,18.02,77.56,  19.43亿, 322.7亿,0.04,453.88,-81.22
000301,东方市场,-14.14,6.01,6.77,4,5.16,69.25,  41.70亿, 211.3亿,0.03,342.33,-54.67
300347,泰格医药,-14.21,33.5,35.15,21.8,28.74,61.24,   9.13亿, 271.7亿,0.03,305.62,-51.36
600583,海油工程,-14.24,8.85,9.32,5.7,7.59,63.51,  68.62亿, 506.1亿,0.1,155.2,104.13
002146,荣盛发展,-14.25,10.6,11.37,6.09,9.09,86.7,  61.44亿, 502.1亿,0.06,182.66,-32.38
601002,晋亿实业,-14.25,11.72,12.38,7.41,10.05,67.07,  53.23亿, 504.9亿,0.1,671.47,19.99
000632,三木集团,-14.27,10.65,11.38,6.59,9.13,72.69,  20.38亿, 183.8亿,0.02,437.92,-57.36
000576,广东甘化,-14.29,17.98,21.99,12.55,15.41,75.22,  15.38亿, 253.7亿,0.03,354.45,-15.26
600572,康恩贝,-14.35,8.5,9.39,5.93,7.28,58.35,  33.34亿, 287.0亿,0.05,162,-36.78
002239,奥特佳,-14.36,18.32,17.5,9.45,15.69,85.19,  14.74亿, 196.6亿,0.02,253.98,-79.5
601216,君正集团,-14.36,5.85,6.49,3.18,5.01,104.09,  122.7亿, 768.3亿,0.15,166.49,-47.32
300426,唐德影视,-14.4,33.41,36.99,20.24,28.6,82.76,   6.27亿, 322.1亿,0.04,458.56,-23.38
002029,七 匹 狼,-14.4,12.43,14.18,8.05,10.64,76.15,  31.47亿, 341.6亿,0.04,417.17,-58.55
002607,亚夏汽车,-14.4,13.61,17.8,8.72,11.65,104.13,  24.59亿, 308.1亿,0.04,688.97,-68.82
002223,鱼跃医疗,-14.4,39.09,40.78,24.98,33.46,63.25,  18.59亿, 611.2亿,0.07,376,-64.43
000906,物产中拓,-14.43,17.39,17.26,9.61,14.88,79.6,  14.68亿, 196.0亿,0.02,443.96,24.9
603686,龙马环卫,-14.47,38.63,43.72,20.92,33.04,108.99,   7.72亿, 257.8亿,0.05,726.49,-74.37
